Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
solas,article,"Bakker, D.C.E., M.C. Nielsdóttir, P.J. Morris, H.J. Venables, A.J. Watson",2007,The island mass effect and biological carbon uptake for the subantarctic Crozet Archipelago,Deep Sea Research II,54(18-20),2174-2190,10.1016/j.dsr2.2007.06.009,http://dx.doi.org/10.1016/j.dsr2.2007.06.009,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Bange, H. W., and S. Walter",2007,Nitrous oxide in the Costa Rica Dome area (eastern tropical North Pacific Ocean),Geophys. Res. Abstr.,9,8615,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Barrows, T.T., S. Juggins, P. De  Deckker, E. Calvo, C. Pelejero",2007,Long term sea surface temperature and climate change in the Australian New Zealand region,Paleoceanography,22,PA2215,10.1029/2006PA001328,http://dx.doi.org/10.1029/2006PA001328,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Bell, T.G., M.T. Johnson, T.D. Jickells and P.S. Liss",2007,Ammonia/ammonium dissociation coefficient in seawater: A significant numerical correction,Environ. Chem.,4(3),183-186,10.1071/EN07032,http://dx.doi.org/10.1071/EN07032,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Biswas H., S.K. Mukhopadhyay, S. Sen, T.K. Jana",2007,"Spatial and temporal patterns of methane dynamics in the tropical mangrove dominated estuary, NE coast of Bay of Bengal, India",J. Mar. Syst.,68(1-2),55-64,10.1016/j.jmarsys.2006.11.001,http://dx.doi.org/10.1016/j.jmarsys.2006.11.001,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Bouillon S., F. Dehairs, B. Velimirov, G. Abril & A.V. Borges",2007,"Dynamics of organic and inorganic carbon across contiguous mangrove and seagrass systems (Gazi bay, Kenya)",J. Geophys. Res.,112,G02018,10.1029/2006JG000325,http://dx.doi.org/10.1029/2006JG000325,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Bouillon S., F. Dehairs, L.S. Schiettecatte & A.V. Borges",2007,Biogeochemistry of the Tana estuary and delta (northern Kenya),Limnol. Oceanogr.,52(1),46-59,,http://www.aslo.org/lo/toc/vol_52/issue_1/0046.html,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Boyd, P. W., T.D. Jickells, C.S. Law, S. Blain, E.A. Boyle, K.O. Buessler, K.H. Coale, J.J  Cullen, H.J.W. De Baar, M. Follows, M. Harvey, C. Lancelot, M. Levasseur, R. Pollard, R.B. Rivkin, J. Sarmiento, V. Schoemann V. Smetacek, S. Takeda, A. Tsuda, S.  Turner, A. J. WATSON",2007,Mesoscale iron-enrichment experiments 1993-2005: synthesis and future directions,Science,315,612-617,10.1126/science.1131669,http://dx.doi.org/10.1126/science.1131669,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Caldeira, K., D. Archer, J.P. Barry, R. G. J. Bellerby, P. G. Brewer, L. Cao, A. G. Dickson, S. C. Doney, H. Elderfield,V. J. Fabry, R. A. Feely, J.P. Gattuso, P. M. Haugan, O. HoeghGuldberg, A. K. Jain, J. A. Kleypas, C. Langdon, J. C. Orr, A. Ridgwell, C. L. Sabine, B. A. Seibel, Y. Shirayama, C. Turley, A. J. Watson, and R. E. Zeebe",2007,Comment on ”Modernage buildup of CO2 and its effects on seawater acidity and salinity” by Hugo A. Loáiciga.,Geophys. Res. Lett.,34,L18608,10.1029/2006GL027288,http://dx.doi.org/10.1029/2006GL027288,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Calvo, E., J. F. Marshall, C. Pelejero, M.T. McCulloch, M.K. Gagan, J.M. Lough",2007,Interdecadal climate variability in the Coral Sea since 1708 A.D,Palaeogeography Palaeoclimatology Palaeoecology,248(1-2),190-201,10.1016/j.palaeo.2006.12.003,http://dx.doi.org/10.1016/j.palaeo.2006.12.003,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Chance, R., G. Malin, T. Jickells, A.R. Baker",2007,Reduction of iodate to iodide by cold water diatom cultures,Mar. Chem.,105(1-2),169-180,10.1016/j.marchem.2006.06.008,http://dx.doi.org/10.1016/j.marchem.2006.06.008,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Chatterjee, A., C. Dutta, S. Sen, K. Ghosh, N. Biswas, D. Ganguly, T. K. Jana",2007,"Formation, transformation, and removal of aerosol over a tropical mangrove forest",J. Geophys. Res.,111,D24302,10.1029/2006JD007144,http://dx.doi.org/10.1029/2006JD007144,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Chou W.C., D.D. Sheu, B.S. Lee, C.M. Tseng, C.T.A. Chen, S.L. Wang, G.T.F. Wong",2007,"Depth distributions of alkalinity, TCO2  and d13CT CO2 at SEATS time-series site in the northern South China Sea",Deep-Sea Research II,54(14-15),1469-1485,10.1016/j.dsr2.2007.05.002 ,http://dx.doi.org/10.1016/j.dsr2.2007.05.002,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Chou, W.C., D.D. Sheu, C.T.A. Chen, L.S. Wen, Y. Yang, C.L. Wei",2007,Transport of the South China Sea subsurface water outflow and its influence on carbon chemistry of Kuroshio waters off southeastern Taiwan,J. Geophys. Res.,112,C12008,10.1029/2007JC004087,http://dx.doi.org/10.1029/2007JC004087,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Ciais, P., A.C. Manning, M. Reichstein, S. Zaehle, L. Bopp",2007,Nitrification amplifies the decreasing trends of atmospheric oxygen,Global Biogeochem. Cy.,21,GB2030,10.1029/2006GB002799,http://dx.doi.org/10.1029/2006GB002799,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Cianca, A., P. Helmke, B. Mouriño, M.J. Rueda, O. Llinás, S. Neuer",2007,Decadal analysis of hydrography and in situ nutrient budgets in the western and eastern North Atlantic subtropical gyre,J. Geophys. Res.,112,C07025,10.1029/2006JC003788,http://dx.doi.org/10.1029/2006JC003788,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Cole, J.J., Y. T. Prairie, N. F. Caraco, W. H. McDowell, L. J. Tranvik, R. G. Striegl, C. M. Duarte, P. Kortelainen, J. A. Downing, J. J. Middelburg, J. Melack",2007,Plumbing the Global Carbon Cycle: Integrating Inland Waters into the Terrestrial Carbon Budget,Ecosystems,10(1),172-185,10.1007/s10021-006-9013-8,http://dx.doi.org/10.1007/s10021-006-9013-8,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Coles, V.J. R.R. Hood",2007,Modelling the impact of iron and Phosphorus limitations on nitrogen fixation in the Atlantic Ocean,Biogeosciences,4(4),455-479,,http://www.biogeosciences.net/4/455/2007/bg-4-455-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Corbière, A., N. Metzl, G. Reverdin, C. Brunet and T. Takahashi",2007,Interannual and decadal variability of the oceanic carbon sink in the North Atlantic subpolar gyre,Tellus B,59(2),168-179,10.1111/j.1600-0889.2006.00232.x,http://dx.doi.org/10.1111/j.1600-0889.2006.00232.x,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Cornejo, M., L., Farías and M. Gallegos",2007,Seasonal variability in N2O levels and air-sea N2O fluxes over the continental shelf waters off central Chile (~36ºS),Progr. Oceanogr.,75(3),383-395,10.1016/j.pocean.2007.08.018,http://dx.doi.org/10.1016/j.pocean.2007.08.018,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"De Jong J., V. Schoemann, J-L Tison, S. Becquevort, F. Masson, D. Lannuzel, J. Petit, L. Chou, D. Weis and N. Mattielli",2007,Precise measurement of Fe isotopes in marine samples by multi-collector inductively coupled plasma mass spectrometry (MC-ICP-MS),Anal. Chim. Acta,589(1),105-119,10.1016/j.aca.2007.02.055,http://dx.doi.org/10.1016/j.aca.2007.02.055,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Del Valle, D.A., D.J. Kieber and R.P. Kiene",2007,Depth-dependent fate of biologically-consumed dimethyl sulfide in the Sargasso Sea,Mar. Chem.,103(1-2),197-208,10.1016/j.marchem.2006.07.005  ,http://dx.doi.org/10.1016/j.marchem.2006.07.005,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Del Valle, D.A., D.J. Kieber, J. Bisgrove and R.P. Kiene",2007,"Light-stimulated production of dissolved DMSO by a particle-associated process in the Ross Sea, Antarctica",Limnol. Oceanogr.,52(6),2456-2466,,http://www.aslo.org/lo/toc/vol_52/issue_6/2456.html,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Del Vento, S., J. Dachs",2007,Influence of the surface microlayer on atmospheric deposition of aerosols and polycyclic aromatic hydrocarbons,Atmos. Environ.,41(23),4920-4930,10.1016/j.atmosenv.2007.01.062,http://dx.doi.org/10.1016/j.atmosenv.2007.01.062,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Del Vento, S., J. Dachs",2007,Atmospheric occurrence and deposition of polycyclic aromatic hydrocarbons in the NE tropical and subtropical Atlantic ocean,Environ. Sci. Tech.,41(16),5608-5613,10.1021/es0707660,http://dx.doi.org/10.1021/es0707660,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Delille B., B. Jourdain, A.V. Borges, J.L. Tison & D. Delille",2007,"Biogas (CO2, O2 , dimethylsulfide) dynamics in Spring Antarctic fast ice",Limnol. Oceanogr.,52(4),1367-1379,,http://www.aslo.org/lo/toc/vol_52/issue_4/1367.html,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du L., L. Yao, M. Ge",2007,"Two Novel Species, Methoxycarbonylsulfenyl Thiocyanate and Methoxycarbonylsulfenyl Selenocyanate: Spectroscopic Characterization by Photoelectron Spectroscopy, and Quantum Chemical Investigation",Eur. J. Inorg. Chem.,2007(28),4514-4519,10.1002/ejic.200700455,http://dx.doi.org/10.1002/ejic.200700455,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du L., L. Yao, M. Ge",2007,"A HeI Photoelectron Spectroscopy and Theoretical Investigation on Diaceto Disulfide, CH3C(O)OSSOC(O)CH3",J. Phys. Chem. A,111(23),4944-4949,10.1021/jp070601d,http://dx.doi.org/10.1021/jp070601d,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du L., L. Yao, X. Zeng, M. Ge, D. Wang",2007,"HeI Photoelectron Spectroscopy and Theoretical Study of Trichloromethanesulfenyl Acetate, CCl3SOC(O)CH3, and Trichloromethanesulfenyl Trifluoroacetate, CCl3SOC(O)CF3",J. Phys. Chem. A,111(23),4944-4949,10.1021/jp070601d,http://dx.doi.org/10.1021/jp070601d,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du L., Y. Xu, M. Ge , L. Jia, L. Yao",2007,Experimental investigation of incremental reactivity of di-tert-butyl peroxide,Chin. Sci. Bull.,52(12),1629-1634,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du L., Y. Xu, M. Ge, L. Jia",2007,Rate constant for the reaction of ozone with diethyl sulfide,Atmos. Environ.,41(35),7434-7439,10.1016/j.atmosenv.2007.05.041,http://dx.doi.org/10.1016/j.atmosenv.2007.05.041,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Du, L., Y. Xu, M. Ge, L. Jia, L. Yao, W. Wang",2007,Rate Constant of the Gas Phase Reaction of Dimethyl Sulfide with Ozone,Chem. Phys. Lett.,436(1-3),36-40,10.1016/j.cplett.2007.01.025 ,http://dx.doi.org/10.1016/j.cplett.2007.01.025,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Dutta C., D. Som,  A. Chatterjee, A. K. Mukherjee, T. K. Jana,  S. Sen",2007,"Mixing ratios of carbonyls and BTEX in ambient air of Kolkata, India and their associated health risk",Environ. Monit. Assess.,148(1-4),97-107,10.1007/s10661-007-0142-0,http://dx.doi.org/10.1007/s10661-007-0142-0,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Evans, C., S.V. Kadner, L.J. Darroch, W.H. Wilson, P.S. Liss, G. Malin",2007,The relative significance of viral lysis and microzooplankton grazing as pathways of dimethylsulfoniopropionate (DMSP) cleavage: An Emiliania huxleyi culture study,Limnol. Oceanogr.,52(3),1036-1045,,http://www.aslo.org/lo/toc/vol_52/issue_3/1036.html,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Forget, M.H., S. Sathyenfranath, T. Platt, J. Pommier, C. Vis, M.S. Kyewalyanga, C. Hudon",2007,Extraction of photosynthesis-irradiance parameters from photoplankton production data: demonstration in various aquatic systems,J. Plankton Res.,29(3),249-262,10.1093/plankt/fbm012,http://dx.doi.org/10.1093/plankt/fbm012,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Freing, A., and H. W. Bange",2007,Nitrous oxide and hydroxylamine in the tropical NE Atlantic Ocean,Geophys. Res. Abstr.,9,8171,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Friis, K., R.G. Najjar, M.J. Follows, S. Dutkiewicz, A. Körtzinger and K.M. Johnson",2007,Dissolution of calcium carbonate: observations and model results in the subpolar North Atlantic,Biogeosciences,4(2),205-213,,http://www.biogeosciences.net/4/205/2007/bg-4-205-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Gazeau F., Quiblier C., Jansen J. M., Gattuso J.-P., Middelburg J. J. & Heip C. H. R.",2007,Impact of elevated CO2 on shellfish calcification,Geophys. Res. Lett.,34,L07603,10.1029/2006GL028554,http://dx.doi.org/10.1029/2006GL028554,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Ge M., L. Yao, D. Wang",2007,"Electronic Structure, Photoionization and Dissociation Processes of Bis(trifluoromethoxy)disulfurylperoxide, CF3OS(O)2OOS(O)2OCF3",J. Phys. Chem. A,111(51),13425-13431,10.1021/jp0753326,http://dx.doi.org/10.1021/jp0753326,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Gehlen, M., R. Gangstø, B. Schneider, L. Bopp, O. Aumont and C. Ethé",2007,The fate of pelagic CaCO3 production in a high CO2 ocean: A model study,Biogeosciences,4(4),505-519,,http://www.biogeosciences.net/4/505/2007/bg-4-505-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"González-Dávila, M., J.M. Santana-Casiano, E.F. González-Dávila",2007,Interannual variability of the upper ocean carbon cycle in the northeast Atlantic Ocean,Geophys. Res. Lett.,34,L07608,10.1029/2006GL028145,http://dx.doi.org/10.1029/2006GL028145,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Hale, M., R. Rivkin, J.M. Arrieta, M. Weinbauer, G. Herndl, J. Oliver, O. Smith-Walker, H.W. Ducklow, R.T. Barber",2007,Interpreting the results of oceanic mesoscale enrichment experiments : Caveats and lessons from limnology and coastal ecology,Limnol. Oceanogr.,52(2),912-920,,http://www.aslo.org/lo/toc/vol_52/issue_2/0912.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,misc,"Heinze, C., and A. Volbers",2007,CARBOOCEAN ”Marine sources and sinks assessment,The Parliament Magazine,257,49,,http://www.e-pages.dk/dods/61/,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Hoppema, M., Middag, R., De Baar, H.J.W., Fahrbach, E., Van Weerlee, E.M., Thomas, H.",2007,Whole season net community production in the Weddell Sea,Polar Biol.,31(1),101-111,10.1007/s00300-007-0336-5,http://dx.doi.org/10.1007/s00300-007-0336-5,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"J. Williams, V. Gros, E. Atlas, K. Maciejczyk, A. Batsaikhan, H. F. Schöler, C. Forster, B. Quack, N. Yassaa, R. Sander, R. Van Dingenen",2007,Possible evidence for a connection between methyl iodide emissions and Saharan dust,J. Geophys. Res.,112,D07302,10.1029/2005JD006702,http://dx.doi.org/10.1029/2005JD006702,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Jamet, C., C. Moulin and N. Lefèvre",2007,Estimation of the oceanic pCO2 in the North Atlantic from VOS lines in-situ measurements: parameters needed to generate seasonally mean maps,Ann. Geophys.,25(11),2247-2257,,http://www.ann-geophys.net/25/2247/2007/angeo-25-2247-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Johnson, M.T., R. Sanders, V. Avgoustidi, M. Lucas, L. Brown, D. Hansell, M. Moore, S. Gibb, P. Liss, T. Jickells",2007,Ammonium accumulation during a silicate limited diatom bloom indicates the potential for ammonia emission events,Mar. Chem.,106(1-2),63-75,10.1016/j.marchem.2006.09.006 ,http://dx.doi.org/10.1016/j.marchem.2006.09.006,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Jurado, E., J. Dachs, D. Marinov, J.M. Zaldivar",2007,Fate of persistent organic pollutants in the water column: does turbulent mixing matter?,Mar. Pollut. Bull.,54(4),441-451,10.1016/j.marpolbul.2006.11.028,http://dx.doi.org/10.1016/j.marpolbul.2006.11.028,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Kaiser, J., M.G. Hastings, B.Z. Houlton, T. Röckmann, D.M. Sigman",2007,Triple oxygen isotope analysis of nitrate using the denitrifier method and thermal decomposition of N2O,Anal. Chem.,79(2),599-607,10.1021/ac061022s,http://dx.doi.org/10.1021/ac061022s,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Kamatani A., S. Takeda",2007,A review of solubility and dissolution rates of biogenic silica: Its present and prospect,Oceanography in Japan,16(6),471-512,,,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Keeling, R. F., A.C. Manning, W.J. Paplawsky, A.C. Cox",2007,On the long-term stability of reference gases for atmospheric O2/N2 measurements,Tellus B,59(1),.3-14,10.1111/j.1600-0889.2006.00228.x,http://dx.doi.org/10.1111/j.1600-0889.2006.00228.x,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Keene, W. C., J. Stutz, A.A.P. Pszenny,  J.R. Maben, E.V. Fisher, A.M.  Smith, R. Von Glasow, S. Pechtl, B.C. Sive, R.K. Varner",2007,Inorganic chlorine and bromine in coastal New England air during summer,J. Geophys. Res.,112,D10S12,10.1029/2006JD007689,http://dx.doi.org/10.1029/2006JD007689,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Keene, W.C.,  H. Maring,  J.R. Maben, D.J. Kieber, A.P. Pszenny,  E.E. Dahl, M.A. Izaguirre, A.J. Davis, M.S. Long, X. Zhou, L. Smoydzin and R. Sander",2007,Chemical and physical characteristics of nascent aerosols produced by bursting bubbles at a model air-sea interface,J. Geophys. Res.,112,D21202,10.1029/2007JD008464,http://dx.doi.org/10.1029/2007JD008464,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Kiene, R.P., D.J. Kieber, D. Slezak, D.A. Toole, D.A. Del Valle, J. Bisgrove, J. Brinkley and A. Rellinger",2007,"Distribution and cycling of dimethylsulfide, dimethylsulfoniopropionate, and dimethylsulfoxide during spring and early summer in the Southern Ocean south of New Zealand",Aquat. Sci.,69(3),305-319,10.1007/s00027-007-0892-3,http://dx.doi.org/10.1007/s00027-007-0892-3,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Kondo F., T. Osamu",2007,Air-Sea CO2 Flux by Eddy Equatorial Indian Ocean,J. Oceanogr.,63(3),449-456,10.1007/s10872-007-0040-7,http://dx.doi.org/10.1007/s10872-007-0040-7,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Lachkar, Z., J. C. Orr, J.-C. Dutay, and P. Delecluse",2007,"Effects of mesoscale eddies on global distributions of CFC11, CO2, and C14",Ocean Sci.,3(4),461-482,,http://www.ocean-sci.net/3/461/2007/os-3-461-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Lannuzel D., V. Schoemann, J. de Jong, J.-L. Tison and L. Chou",2007,Distribution and Biogeochemical Behaviour of iron in East Antarctic Sea Ice,Mar. Chem.,106(1-2),18-32,10.1016/j.marchem.2006.06.010 ,http://dx.doi.org/10.1016/j.marchem.2006.06.010,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Le Quéré, C., C. Rödenbeck, E. T. Buitenhuis, T. J. Conway, R. Langenfelds, A. Gomez, C. Labuschagne, M. Ramonet, T. Nakazawa, N. Metzl,  N. Gillett and M. Heimann",2007,Saturation of the Southern ocean CO2 sink due to recent climate change,Science,316,1735,10.1126/science.1136188,http://dx.doi.org/10.1126/science.1136188,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,Lenton A. and R. J. Matear,2007,The Role of the Southern Annular Mode (SAM) in Southern Ocean CO2 uptake,Global Biogeochem. Cy.,21,GB2016,10.1029/2006GB002714,http://dx.doi.org/10.1029/2006GB002714,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Lenton A., L. Bopp and R J Matear",2007,Strategies for High Latitude CO2 Sampling Now and in the Future,Deep-Sea Research II,56(8-10),523-532,10.1016/j.dsr2.2008.12.008,http://dx.doi.org/10.1016/j.dsr2.2008.12.008,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Lewis, A.C., N. Watson, M.J. Evans, J. Methven, J.D. Lee, J.R. Hopkins, R.M. Purvis, S.R. Arnold, J.B. Mcquaid, L.K. Whalley, M.J. Pilling, D.E. Heard, P.S. Monks, A.E. Parker, C.E. Reeves, D.E. Oram, G. Mills, B.J. Bandy, D. Stewart, H. Coe, P. Williams, J. Crozier",2007,Chemical composition observed over the mid-Atlantic and the longevity of pollution signatures far from source regions,J. Geophys. Res.,112,D10S39,10.1029/2006JD007584,http://dx.doi.org/10.1029/2006JD007584,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Liss, P.S.",2007,Trace gas emissions from the marine biosphere,Phil. Trans. Roy. Soc. Lond. A,365(1856),1697-1704,10.1098/rsta.2007.2039,http://dx.doi.org/10.1098/rsta.2007.2039,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Liss, P.S., J.E. Lovelock",2007,Climate change: the effect of DMS emissions,Environ. Chem.,4(6),377-378,10.1071/EN07072,http://dx.doi.org/10.1071/EN07072,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Lohmann R., K. Breivik,  Dachs, J., D. Muir",2007,Global fate of POPs: current and future research trends,Environ. Pollut.,150(1),150-186,10.1016/j.envpol.2007.06.051 ,http://dx.doi.org/10.1016/j.envpol.2007.06.051,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"López-Urrutia Á., X.A.G. Morán",2007,Resource limitation of bacterial production distorts the temperature dependence of oceanic carbon cycling,Ecology,88(4),817-822,10.1890/06-1641,http://dx.doi.org/10.1890/06-1641,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Mackas, D.L., S. Batten, M. Trudel",2007,Effects on zoopankton of a warmer ocean: Recent evidence from the Northeast Pacific,Progr. Oceanogr.,75(2),223-252,10.1016/j.pocean.2007.08.010 ,http://dx.doi.org/10.1016/j.pocean.2007.08.010,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Marañón E., V. Pérez, E. Fernández, R. Anadón, A. Bode, N. González, I. Huskin, A. Isla, X.A.G. Morán, B. Mouriño, M. Quevedo, C. Robinson, P. Serret, E. Teira, M.M. Varela, E.M.S. Woodward, M.V. Zubkov",2007,Planktonic carbon budget in the euphotic layer of the Eastern Subtropical North Atlantic,Aquat. Microb. Ecol.,48(3),261-275,10.3354/ame048261,http://dx.doi.org/10.3354/ame048261,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"McNeil, B.I., N. Metzl, R.M. Key, R.J. Matear and A. Corbiere",2007,An empirical estimate of the Southern Ocean air-sea CO2 flux,Global Biogeochem. Cy.,21,GB3011,10.1029/2007GB002991,http://dx.doi.org/10.1029/2007GB002991,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Metzl, N.",2009,Decadal increase of sea surface CO2 in the southern Indian ocean (1991-2007),Deep-Sea Research II,56(8-10),607-619,10.1016/j.dsr2.2008.12.007 ,http://dx.doi.org/10.1016/j.dsr2.2008.12.007,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Metzl, N., B. Tilbrook, D.C.E. Bakker, C. Le Quéré, S. Doney, R. Feely, M. Hood, R. Dargaville",2007,Global changes in ocean carbon: variability and vulnerability,EOS Trans. Am. Geophys. Union,88(28),287-288,10.1029/2007EO280005,http://dx.doi.org/10.1029/2007EO280005,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
solas,article,"Michaud S., M. Levasseur, G. Cantin",2007,Seasonal variations in dimethylsulfoniopropionate and dimethylsulfide concentrations in relation to the plankton community in the St Lawrence Estuary,Estuar. Coast. Shelf Sci.,71(3-4),741-750,10.1016/j.ecss.2006.09.020,http://dx.doi.org/10.1016/j.ecss.2006.09.020,,,https://catalogue.ceda.ac.uk/uuid/dccb03b976696e2dfee42ef259a546a2 
